conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.65E+18,Fri Apr 14 05:39:12 +0000 2023,0,@prophetofzorck SETUJUUUUU. as a person yang lumayan care dengan kandungan gula dalam sebuah makanan topping martabak manis yang brutal tu ga baik samsek!!! less is better juga kok (((YAA WALAUPUN LESS DISINI TU YANG PORSINYA NORMAL YA))),1.65E+18,,prophetofzorck,in,magic shop,0,0,0,https://x.com/nkmtoyutaaa/status/1646749927727587328,1.29E+18,nkmtoyutaaa
1.65E+18,Fri Apr 14 09:04:51 +0000 2023,0,@Divergensi Sama aja telur tuh bukan makanan manis kau campurkan sama selai jadi kontras,1.65E+18,,,in,lembaran kertas,0,0,0,https://x.com/uarmyachuu/status/1646801680477073415,1.62E+18,uarmyachuu
1.65E+18,Fri Apr 14 10:28:03 +0000 2023,6,@baryoism Karena pisang itu kan ada banana dan plantains kayanya di bahasa kita cuma pisang gitu ya. Plantains ini yang lebih starchy dan ga manis yang di budaya negara lain juga dijadiin makanan asin ya. Ini harusnya pake plantains ya kak?,1.65E+18,,baryoism,in,,3,1,0,https://x.com/fschiko_/status/1646822618258096128,60555237,fschiko_
1.65E+18,Fri Apr 14 16:02:01 +0000 2023,0,@adamantfriend @patragumala gado-gado emang disajikan kaga panas/anget yatapi masa dingin si.. Dingin cuma buat makanan manis,1.65E+18,,refusereact,in,Jakarta minggir dikit,0,0,0,https://x.com/cup_plizz/status/1646906664044613633,161144695,cup_plizz
1.65E+18,Fri Apr 14 16:38:50 +0000 2023,0,@representatif Suka: semua olahan telur dan ayam hampir semua jenis roti makanan manis &gt;&gt;&gt; asin. Ngga suka: pare rebung jeroan.,1.65E+18,,representatif,in,Indonesia,0,0,0,https://x.com/inasbilqis/status/1646915928960176129,99113989,inasbilqis
1.65E+18,Fri Apr 14 21:47:00 +0000 2023,0,@FOODFESS2 Kulkasin dulu aja. Tp pas kasih blg kalo snack nya udh patah krn ketumpuk brg2. Cm aku kdg sebel sih sm org yg mau dikasih oleh2 tp malah jwb macem2 kek gasuka makanan manis lah gasuka makanan yg coklat2an lah. Klo yg dikasih bnyk mau ya mndg makan sndri aja nder,1.65E+18,,FOODFESS2,in,susuk lbk btn,0,0,0,https://x.com/champagnetoasst/status/1646993483612450816,1353194935,champagnetoasst
1.78E+18,Fri Apr 19 07:00:06 +0000 2024,0,@convomfs Walaupun udah obat life style harus diperbaiki. Olahraga minim 20 menit 3x per hari kurangi makanan yg manis (diganti stevia) atau kolesterol. Diabetes itu sumber dai penyakit lain ex gangguab ginjal stroke peny jantung dll,1.78E+18,,convomfs,in,,0,0,0,https://x.com/unsentletter27/status/1781216185671176193,1.54E+18,unsentletter27
1.78E+18,Fri Apr 19 07:06:16 +0000 2024,8,Setidaknya di rumah/kos sempetin punya bumbu mejik ini bang - saos tiram - kecap asin - kecap manis - minyak wijen - lada bubuk - saos bangkok - sambel terasi sachet Dijamin makanan lu jadi variatif rasanya. Minimal kalo pas masak sndiri rasa makanan lu autentik,1.78E+18,,,in,hit me via,1,1,2,https://x.com/lilngeong/status/1781217738687733871,1.37E+18,lilngeong
1.78E+18,Fri Apr 19 08:03:10 +0000 2024,0,adulting is klo stress yg dimakan sayur bukan makanan manis,1.78E+18,,,in,,0,0,0,https://x.com/meylafz/status/1781232054358942197,1.50E+18,meylafz
1.78E+18,Fri Apr 19 15:23:34 +0000 2024,5,Persiapan nonton OngsaSun flirting Sun jealous almost kissing dan yang manis-manis Ini emang gak sehat banget makanan tapi khusus malam ini aja deh ya ONGSASUN BEGIN AGAIN #23point5EP7 https://t.co/VE2eHjKHmm,1.78E+18,https://pbs.twimg.com/media/GLiZ5idaAAARwb4.jpg,,in,YENA CB 30 SEPT,0,4,1,https://x.com/soshiyena/status/1781342885679665172,1.23E+18,soshiyena
1.78E+18,Fri Apr 19 16:06:39 +0000 2024,0,@FromThisIsland Cara aku untuk Green Detox adalah banyak minum air putih konsumsi buah dan sayur setiap hari dan mengurangi makanan manis serta goreng-gorengan. Kadang-kadang aku juga buat infused water. Sekarang lagi mengusahakan untuk tidak malas berolahraga #GreenDetoxForSkin,1.78E+18,,FromThisIsland,in,,0,1,0,https://x.com/sandikala_/status/1781353727867441653,1.34E+18,sandikala_
1.65E+18,Fri Apr 21 02:37:58 +0000 2023,0,Ternyata gue bisa loh nongkrong tanpa minum manis dan tetap kontrol makanan selama ini apa ya yg jdi penghalang? Hohohhoho,1.65E+18,,,in,Indonesian.,0,0,1,https://x.com/calepom/status/1649241032201244672,1269341286,calepom
1.78E+18,Fri Apr 26 07:39:36 +0000 2024,1,Terlalu banyak makan makanan manis punya dampak buruk bagi kesehatan. Ini menjadi lingkaran setan karena saat stres muncul keinginan makan manis. https://t.co/nUPt4cjpFT,1.78E+18,,,in,Jakarta,0,0,1,https://x.com/kompascom/status/1783762839959957702,23343960,kompascom
1.78E+18,Fri Apr 26 10:51:33 +0000 2024,0,Laper bingung mau makanan manis atauu asin yaaaa,1.78E+18,,,in,,0,0,0,https://x.com/happpymel/status/1783811146753139017,1.41E+18,happpymel
1.78E+18,Fri Apr 26 13:27:06 +0000 2024,0,@_haykalhanif Makanan rakyat banyak yg berminyak dari nasi goreng pecel lele soto garang asam bakso sampai sop pun ada minyaknya juga dikit ataupun banyak. Minyak sering susah dibasuh dg minum air putih saja seringkali memang memancing minum minuman manis.,1.78E+18,,_haykalhanif,in,Bandung,0,1,0,https://x.com/miftahspara/status/1783850292808962273,99230386,miftahspara
1.78E+18,Fri Apr 26 13:30:42 +0000 2024,0,@denialducks Buatku yang gak terlalu suka makanan manis enak tapi gak tau sih yang lain,1.78E+18,,denialducks,in,Bandung,0,0,0,https://x.com/Deruma_/status/1783851198329815114,114696245,Deruma_
1.78E+18,Fri Apr 26 14:08:09 +0000 2024,32,Selain makanan manis penasaran juga sensei hobi banget bikin siblings trope. I mean buat manga yang 162 chapter kelar kayaknya semua dynamic ada: Crown family: siscon Ames: misunderstanding terus baikan Madl: Estranged until the end Rosequartz: dramatic/ physical abuse,1.78E+18,,,in,,2,1,8,https://x.com/AoMidori05/status/1783860624092745954,1.58E+18,AoMidori05
1.65E+18,Fri Apr 28 03:37:49 +0000 2023,0,@no143WONYOUNG WONY MAAF abang gajadi nanya aneh aneh. Pilih makanan manis apa asin?,1.65E+18,,no143VICKY,in,,0,0,0,https://x.com/iPaintKreas/status/1651792809463267328,9.04E+17,iPaintKreas
1.65E+18,Fri Apr 28 06:02:37 +0000 2023,0,@blusterTERAZONO Manis tapi harus tetep balance biar gak muak. Abang makanan asin suka apa?,1.65E+18,,JungwonDough,in,"PARODY, 2002.",0,0,0,https://x.com/SerenaderIsa/status/1651829248666271755,7.72E+17,SerenaderIsa
1.65E+18,Fri Apr 28 06:16:30 +0000 2023,22,antara lumpia khas Tionghoa dan Jawa. Bahan makanan yang dinilai haram dalam ajaran Islam seperti daging babi dan minyak babi pun diganti dengan daging ayam dan udang. Bumbu pun ikut berubah yang semula dengan citarasa asin dari Tjoa sementara lumpia manis.... #PuspitaNagari https://t.co/3ma7q9qoBn,1.65E+18,https://pbs.twimg.com/media/Fux9IKPakAAJBfN.jpg,CantikaCahyhani,in,"Singkawang, Kalimantan Barat",0,1,8,https://x.com/CantikaCahyhani/status/1651832744744476673,1.12E+18,CantikaCahyhani
1.82E+18,Fri Aug 09 08:25:42 +0000 2024,0,terlepas dari diabetes atau penyakit lainnya. video makanan dengan toping manis berlebihan bagi gua menjijikan,1.82E+18,,,in,Inside you. Soon.,0,0,0,https://x.com/1nDps/status/1821825169738101185,139042161,1nDps
1.82E+18,Fri Aug 16 02:44:53 +0000 2024,0,@combipharID Saya kurangi makanan junkfood Saya mengurangi makan yang terlalu manis asin pedas dan asam. Tidak begadang/istirahat cukup Makan makanan yang bergizi kaya serat dan nutrisi Olahraga minimal 30 menit /hari dan Kurangi Stres.,1.82E+18,,combipharID,in,"Jawa Tengah, Indonesia",0,0,0,https://x.com/0X_BigWinXXXX/status/1824276114589749397,1.72E+18,0X_BigWinXXXX
1.82E+18,Fri Aug 16 03:14:00 +0000 2024,0,@ikramarki Makanan jateng aja kagak ada yang enak manis semua cuih,1.82E+18,,ikramarki,in,,0,0,0,https://x.com/m_chutavuth/status/1824283438914170933,1.77E+18,m_chutavuth
1.82E+18,Fri Aug 16 04:04:34 +0000 2024,1,@ikramarki Omongan orang jakarta soal makanan ga melulu harus divalidasi. Wong orang sini juga banyak macam-macam jenis dan suku .preference makanannya aja beda beda. Ada yang suka seblak ada yang benci seblak. Ada yang suka gudeg ada juga yang bilang manis banget kek makanan bayi,1.82E+18,,ikramarki,in,"Jakarta, Indonesia",0,0,0,https://x.com/daffaalmatin/status/1824296168027005420,2252814103,daffaalmatin
1.82E+18,Fri Aug 16 04:04:34 +0000 2024,1,@ikramarki Omongan orang jakarta soal makanan ga melulu harus divalidasi. Wong orang sini juga banyak macam-macam jenis dan suku .preference makanannya aja beda beda. Ada yang suka seblak ada yang benci seblak. Ada yang suka gudeg ada juga yang bilang manis banget kek makanan bayi,1.82E+18,,ikramarki,in,"Jakarta, Indonesia",0,0,0,https://x.com/daffaalmatin/status/1824296168027005420,2252814103,daffaalmatin
1.82E+18,Fri Aug 16 05:20:55 +0000 2024,1,MALES2AN PALELUUUUU. Gua beli banyak skincare ke dokter spkk offline online treatment semua ikutin ngurangin makanan manis. kl emg teknik marketing sumpah najis bgt.,1.82E+18,,,in,,0,0,0,https://x.com/aaaaaardella/status/1824315378723700775,115944383,aaaaaardella
1.82E+18,Fri Aug 16 06:13:24 +0000 2024,1,unpopular opinion (or maybe not) di jakarta kurang makanan jawa timur identiknya jawa tengah mungkin krn lebih deket ya dari bumbu pecel sate ayam dan makanan jawa disini cenderung manis dan itu memang khas jawa tengah. surabaya person like me missed mam jawa timuran so bad,1.82E+18,,,in,,0,1,0,https://x.com/peachyslen/status/1824328587128017296,1647285392,peachyslen
1.82E+18,Fri Aug 16 07:11:57 +0000 2024,0,https://t.co/YgiTeKheU2 Makanan Jawa tengah Botok! Makanan manis pakai kecap gula Jawa dan sedikit rempah alias bumbu dapur saja! Spices tidak dan tidak pedas! Gak bisa pedas! Makanannya nasi kuah bening soto dan sedikit lauk karena miskin!,1.82E+18,,,in,Tanah Kuburan C,0,1,0,https://x.com/rosessafron/status/1824343323685032397,1.56E+18,rosessafron
1.82E+18,Fri Aug 16 07:46:56 +0000 2024,0,Maaf..makanan manis pelarian ku kalo lagi sedih,1.82E+18,,,in,"Minor,homphbc DNI ‼️",0,0,0,https://x.com/Starconchh/status/1824352128523178186,1.44E+18,Starconchh
1.82E+18,Fri Aug 16 14:42:00 +0000 2024,0,sesederhana cilok batagor siomay bubur ayam seblak krecek dimsum (plus chili oil+mayo) mie gorengan. mana kalo makan aku suka banget pake kerupuk minum es teh manis. ditambah aku suka makanan yang digoreng dan terbuat dari tepung2an,1.82E+18,,sarahzhrn,in,,0,2,0,https://x.com/sarahzhrn/status/1824456581830021517,164171026,sarahzhrn
1.82E+18,Fri Aug 16 15:13:37 +0000 2024,0,aku btuh makanan berkuah yg gurih gitu aku eneg makan manis mulu,1.82E+18,,,in,,0,0,0,https://x.com/alpixies/status/1824464537204253160,1.43E+18,alpixies
1.82E+18,Fri Aug 16 15:50:44 +0000 2024,0,@FEARNOT_ID Yunjin aku tidak suka makanan yang terlalu manis. Tapi demi kamu aku akan makan dengan lahap CRAZY CONCEPT PHOTO 2 #LE_SSERAFIM_CRAZY #HUHYUNJIN #허윤진 #LE_SSERAFIM #르세라핌,1.82E+18,,FEARNOT_ID,in,,0,0,0,https://x.com/fangirling_area/status/1824473878477058461,1925933702,fangirling_area
1.82E+18,Fri Aug 16 16:15:21 +0000 2024,0,Gua dulu juga demen makan pancong tengah malem tapi pasti beli mateng karena 1) gua yg bukan sweet tooth gitu jadi kadang suka enek kalo makan makanan manis gitu 2) ya makannye dah tengah malem jadi biar ga keki ae tengah malem tetiba beraque gitu,1.82E+18,,Rohmat_Asta,in,My bed,0,1,0,https://x.com/Rohmat_Asta/status/1824480073082343786,1108533218,Rohmat_Asta
1.82E+18,Fri Aug 16 16:43:26 +0000 2024,0,@noliaha dan tanamin di kepala makanan / minuman manis itu mahal... ini works ia di aku jadi gaj suka beli boba lagi,1.82E+18,,noliaha,in,rado (the poulard),0,0,0,https://x.com/sheerinai/status/1824487143420596253,3553947373,sheerinai
1.82E+18,Fri Aug 16 17:27:43 +0000 2024,0,@Arkvra Maaf ga ngaruh kalo air doang mintanya creamy treat (makanan manis kalo bentukan mereka manusia),1.82E+18,,Arkvra,in,i use blockchain,0,0,0,https://x.com/maitchalatte/status/1824498286419644452,1.41E+18,maitchalatte
1.83E+18,Fri Aug 23 04:48:43 +0000 2024,0,siapa yang kalo mau red day selalu makan makanan manis kaya orang gila? saya bang,1.83E+18,,,in,"Edinburgh, Scotland",0,1,0,https://x.com/teddiybearr/status/1826843993206128931,1.78E+18,teddiybearr
1.83E+18,Fri Aug 23 06:14:28 +0000 2024,3,Siapa yang hobi konsumsi makanan atau minuman manis? ayo ngaku‍️ Emang betul ya kalau sesuatu yg berlebihan itu gak baik. Sama kaya konsumsi gula ya kalo berlebihan bisa bikin sakit Sebenernya berapa sih batasan konsumsi gula dalam sehari? Simak di video berikut yuk ⬇️ https://t.co/TZTOKy4N71,1.83E+18,https://pbs.twimg.com/ext_tw_video_thumb/1826864751231586304/pu/img/CwLQzGMgrRJef7NZ.jpg,,in,"Jakarta, Indonesia",0,7,5,https://x.com/KemenkesRI/status/1826865573210489006,161236190,KemenkesRI
1.83E+18,Fri Aug 23 06:55:56 +0000 2024,0,kayaknya aku beneran ga bisa kecapean/ ada di tempat yg terlalu rame deh sekarang.. beneran keleyengan apa karena ga mengkonsumsi makanan manis sehari ini jadi gini? apa gara-gara darah tinggi?,1.83E+18,,,in,,0,2,0,https://x.com/asweetnight/status/1826876006390473084,1.55E+18,asweetnight
1.83E+18,Fri Aug 23 11:58:19 +0000 2024,0,sekarang dah buat hampir 2 minggu craving nak makan makanan manis tu dah tak teruk sangat mcm dulu..,1.83E+18,,sakuppangya_,in,asterum,0,0,0,https://x.com/sakuppangya_/status/1826952105749606882,7.95E+17,sakuppangya_
1.83E+18,Fri Aug 23 13:54:59 +0000 2024,0,@convomf Cheesecake klo mau yg manis sm shihlinnn klo makanan berat ayam penyet #KawalPutusanMK,1.83E+18,,convomf,in,pjk,0,0,0,https://x.com/beautflblur/status/1826981462840864839,924303481,beautflblur
1.83E+18,Fri Aug 23 14:20:01 +0000 2024,0,@convomf makanan manis KEMBALIKAN TEMAN TEMAN KAMI! LAWAN! JANGAN LENGAH! BATALKAN BUKAN TUNDA! PANJANG UMUR PERJUANGAN! HIDUP RAKYAT INDONESIA! #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti #PeringatanDarurat #IndonesiaEmergencyDemocracy,1.83E+18,,convomf,in,homophobic dni,0,0,0,https://x.com/koseishu/status/1826987764069331014,1.30E+18,koseishu
1.83E+18,Fri Aug 23 14:20:04 +0000 2024,63,@AZRILROZALI saya dah biasa tak minum manis tapi tak tahu macam mana ya nak kurangkan gula dalam makanan sebab saya hanyalah seorang student yg tengah cuti sem sambil membuat part time jadi memang mampu makan apa yg mak masak di rumah je,1.83E+18,,AZRILROZALI,in,"Cambridge, Penang",0,2,1,https://x.com/solehazaher/status/1826987777554346111,9.88E+17,solehazaher
1.83E+18,Fri Aug 23 15:08:43 +0000 2024,0,@AkeemSharyzal Jangan sakit and jaga kesihatan tu ja. Mana2 yg jual makanan hyper kencing manis dan obesiti tu pakat2 la boikot,1.83E+18,,AkeemSharyzal,in,,0,0,0,https://x.com/LuviusMochy/status/1827000020731859136,1107947707,LuviusMochy
1.83E+18,Fri Aug 23 15:10:37 +0000 2024,0,@tjerealjoker Bukan setakat boikot PAS sy boikot semua makanan pedas berminyak manis gila. Perut tak tahan nnt kena hantar PDF umum dekat bos sy tercirit².,1.83E+18,,tjerealjoker,in,,0,0,0,https://x.com/neongale1426/status/1827000498861539520,1.65E+18,neongale1426
1.70E+18,Fri Aug 25 14:29:31 +0000 2023,0,seminggu kenyang ini bukan soal makanan alias arhan zize manis nya kelewatana ajg gue takut diabetes,1.70E+18,,,in,,0,1,0,https://x.com/itsjinnieagle/status/1695080973543813415,1.58E+18,itsjinnieagle
1.83E+18,Fri Aug 30 02:19:09 +0000 2024,0,semenjak hamil gw jadi suka makanan sama minuman yang manis :( susu kacang dlu gw pernah beli ga pake gula masih ketelen sekarang wajib bangettt manis sama dingin -_- es sirup bango dlu paling ga pernah gw beli sekarang bisa minum tiap malem dirumah inah,1.83E+18,,,in,jakarta indonesia,0,0,0,https://x.com/dpika95/status/1829343066513362983,231731981,dpika95
1.83E+18,Fri Aug 30 22:35:52 +0000 2024,77,PENGECUALIAN untuk makanan manis MEMANG HARUS DIMAHALKAN. BIAR GA GAMPANG DIBELI TERUTAMA SAMA ORANG2 KELAS BAWAH org2 kita jgn sampe dimudahkan aksesnya ke jajanan super manis ga sehat. bikin males bikin cepet mati. apalagi klo org miskin.. ga bisa berobat mreka,1.83E+18,,akubukanako,in,"DKI Jakarta, Indonesia",0,0,1,https://x.com/akubukanako/status/1829649266161434978,778692608,akubukanako
1.73E+18,Fri Dec 01 23:45:13 +0000 2023,0,Knapaa yak aku benci banget minum air putih akk takutt kyaknya makanan manis juga nambah BB ga sii? Mana aku gapernah olahraga,1.73E+18,,,in,"Treasure Island, FL",0,0,0,https://x.com/bttrflyforharu/status/1730734830537855050,1.26E+18,bttrflyforharu
1.74E+18,Fri Dec 15 12:22:44 +0000 2023,0,Beli martabak biar bisa makan makanan yg gurih eh malah manis. Kenapa si harus ada manisnya padahal ini martabak which is identik dengan pedas asin gurih. Benci banget gua. https://t.co/cYaDlhlWHn,1.74E+18,https://pbs.twimg.com/media/GBY4NJdbIAALQc4.jpg,,in,,0,1,0,https://x.com/nadhifi_fauzan/status/1735636508911259740,9.14E+17,nadhifi_fauzan
1.74E+18,Fri Dec 15 12:24:51 +0000 2023,0,gue benerna ENEK bgt minum/makanan artificial. contohnya kaya fanta cocacola milkshake bubuk. thank god i am less prone to diabetes i guess (gue makan bubur sumsum aja enek sama manis susu kental nya),1.74E+18,,granatvietcong,in,,0,0,0,https://x.com/granatvietcong/status/1735637041201992191,1.31E+18,granatvietcong
1.74E+18,Fri Dec 22 07:09:29 +0000 2023,0,1. Gasuka buah melon (gatau benci banget ) 2. Suka makanan asin dan manis 3. Gasuka kulit ayam‼️ 4. Gasuka saos sambel (REAL GASUKA) 5. Gabisa makan terong,1.74E+18,,,in,Unlabeled,0,3,0,https://x.com/aylspark/status/1738094389178912916,1.45E+18,aylspark
1.74E+18,Fri Dec 22 18:50:09 +0000 2023,0,1. bukan picky eater cuma gasuka beberapa makanan aja 2. sodium #1 fan 3. tida terlalu suka manis 4. prefer mi ayam style yamien daripada style jawa 5. paling benci paling gasuka sama yang nyisain makanan. mentolo ngaploki^_____^,1.74E+18,,,in,,0,0,0,https://x.com/kadaldisawah/status/1738270716771119392,294983430,kadaldisawah
1.74E+18,Fri Dec 29 00:27:02 +0000 2023,0,Org2 yg doyan bgt nyampurin makanan asin sama manis tuh knp y? Y tau itu selera tpi gw liatnya jijik BJIR kok bisa,1.74E+18,,,in,,0,0,0,https://x.com/egktw_/status/1740529824354213932,1.60E+18,egktw_
1.74E+18,Fri Dec 29 06:01:00 +0000 2023,0,Ya Tuhan aku cuma mau re-cos kabu ... plis jangan ambyarkan moodku lagi aku capek bawa motor setengah jam cuma buat beli stok makanan manis,1.74E+18,,,in,Indonesia,0,0,0,https://x.com/shoruya_/status/1740613870853714106,1.15E+18,shoruya_
1.74E+18,Fri Dec 29 08:13:12 +0000 2023,8,Di sisi lain gula pada sufor juga bisa bikin anak kecanduan gula. Ini ada hubungannya sama Gerakan Tutup Mulut atau GTM anak-anak gak akan mau konsumsi makanan bergizi kecuali manis.,1.74E+18,,Harun_albar,in,"ÜT: -5.1655536,119.4989064",0,2,0,https://x.com/Harun_albar/status/1740647139343270049,50597267,Harun_albar
1.74E+18,Fri Dec 29 09:53:14 +0000 2023,0,6) Sensodyne Deep Clean - Membina perlindungan dan meningkatkannya terhadap sensitiviti gigi yang menyakitkan cth. minuman sejuk makanan panas makanan manis atau memberus gigi. Beli di sini https://t.co/GA1M89otPo https://t.co/vnZ3zX6Jsb,1.74E+18,https://pbs.twimg.com/media/GCgcPYcb0AA_vVQ.jpg,2099Razak,in,"Kajang, Selangor",0,0,0,https://x.com/2099Razak/status/1740672312297587031,1551907020,2099Razak
1.74E+18,Fri Dec 29 12:22:18 +0000 2023,1,Makan siang aku adalah nasi merah rebus-rebusan cut semua gorengan tumis kalau bisa pakai air aja boleh pepes atau panggang. Karena aku ga suka ngemil dan makan manis. Jadinya lebih gampang. Tersulit adalah cut semua makanan olahan fokus ke real food. Mie ayam cry ga bisa,1.74E+18,,SuboFamily,in,Reservasi: 081262181947,1,1,0,https://x.com/SuboFamily/status/1740709829008863681,42381896,SuboFamily
1.74E+18,Fri Dec 29 12:39:21 +0000 2023,0,sebenernya pengen krispy kreme sih... tapi lagi mengurangi makanan manis t___t,1.74E+18,,,in,04즈 (kinda rps),0,0,0,https://x.com/T4ESHAN/status/1740714117554688096,2711878273,T4ESHAN
1.74E+18,Fri Dec 29 13:15:33 +0000 2023,0,MAKANAN RINGAN DAN MANIS.,1.74E+18,,,in,,1,0,0,https://x.com/SeiBurnedead/status/1740723230435095015,7.85E+17,SeiBurnedead
1.74E+18,Fri Dec 29 13:24:26 +0000 2023,0,Sugar in your obat jiwa psikotropika menjadi gendut Kita harus diet gula untuk melambatkan penuaan Sugar jadi makanan sehari - hari melalui karbohidrat nasi dan makanan manis yang semuanya mengandung gula termasuk minuman teh!,1.74E+18,,,in,Tanah Kuburan C,0,0,0,https://x.com/rosessafron/status/1740725465516765509,1.56E+18,rosessafron
1.74E+18,Fri Dec 29 13:57:47 +0000 2023,0,seminggu sekali tu pun seteguk je? buat rasa2.. dah takde rasa nak minum manis Alhamdulillah. the craving is goneee.. craving makanan yg tak sihat je ni tak hilang2,1.74E+18,,,in,Johor Bahru,0,2,0,https://x.com/FarzannaSyahida/status/1740733859099250737,531438183,FarzannaSyahida
1.74E+18,Fri Dec 29 14:43:53 +0000 2023,0,oh ya gua kalo udah mulai sakit gua perbanyak minun air putih sm makanan manis gk tau sih gmn cuma makanan yg bisa gua terima pas sakit demam flu kyk gini makanan manis,1.74E+18,,martiiiniblue,in,Italia,0,0,0,https://x.com/martiiiniblue/status/1740745457071267959,2491011726,martiiiniblue
1.74E+18,Fri Dec 29 22:11:02 +0000 2023,1,minum air je tak makan ke? makanan pun ada carb jugak. kalau dah makan pun masih nak air manis maybe sebab habit kot,1.74E+18,,,in,,0,0,0,https://x.com/AmirulAbu/status/1740857986770452945,41552221,AmirulAbu
1.74E+18,Fri Dec 29 23:38:24 +0000 2023,0,@Haneyy__ Da 3 tahun tak minum manis.sekarang kalau terminum auto keluar balik rasa lain macam kat lidah. Pengambilan gula ambil drpd makanan je.,1.74E+18,,Haneyy__,in,,0,0,0,https://x.com/NHakinas36806/status/1740879974243107169,1.67E+18,NHakinas36806
1.76E+18,Fri Feb 09 02:42:24 +0000 2024,0,hal terandom tadi malem 1. baru aja tidur tb tb rame bapak aing mo pukul ular kirain ular bahaya ternyata ular sawah nyasar ke rumah TAPI TETEP TAKUT GA SI 2. mimpi bikin seblak &amp; mukbang bareng keluarga MANA RASANYA MANIS BZIRRR dann baru ini mimpi bisa ngerasain makanan,1.76E+18,,,in,,0,0,0,https://x.com/laoOoceany/status/1755784183732134012,1.61E+18,laoOoceany
1.63E+18,Fri Feb 17 01:12:24 +0000 2023,0,@Dvikar @txtdrpemerintah Satu sisi konsumsi makanan &amp; minuman manis di indonesia udah parah banget sih,1.63E+18,,Dvikar,in,Warung kopi sebelah,0,0,0,https://x.com/harisramadan/status/1626389065921884161,175986109,harisramadan
1.63E+18,Fri Feb 17 01:22:27 +0000 2023,0,@nalalanasii kann gajelas tu makanan maunya apa panas apa dingin manis apa asin...‍,1.63E+18,,,in,Jakarta,0,0,0,https://x.com/dante_aurelius/status/1626391592486735873,1.24E+18,dante_aurelius
